Year,Type,Authors,Publication,Volume,Pages,ISSN,Title,Impreso,PDF,Group,DOI,Type II,Proyect ID,Institution Authors,Colciencias Clasification,Impact Factor,Proyecto,NPages,First_UdeA_Author,Año,Tipo,Autor(es),Artículo,Vol.,pág.,Revista,Grupo,Clasificación Colciencias,Factor de Impacto,Area,Cites,Simple,Estudiantes
2011,Internacional,"de Ciencias Sociales, Consejo Latinoamericano; de Revistas, Humanidades DIALNET-Clasificación Integrada; Científicas-Grupo, B; Gómez, José Antonio Caride; Martínez, Xavier Úcar; Pernas, Rita Gradaílle; Berñe, Asunción Llena; Muñoz, Luís Vicente Amador; de Fraga, Vanderlei Brusch; Ldta, Ludens Projectos Educacionais; ",Pedagogía Social. Revista Interuniversitaria,0,,0000-0000,ESTADISTICAS DE USO DE LA REVISTA,,,Unknown,Not DOI,,,NN,00,"-1,0",,,NN,2011,Internacional,"de Ciencias Sociales, Consejo Latinoamericano; de Revistas, Humanidades DIALNET-Clasificación Integrada; Científicas-Grupo, B; Gómez, José Antonio Caride; Martínez, Xavier Úcar; Pernas, Rita Gradaílle; Berñe, Asunción Llena; Muñoz, Luís Vicente Amador; de Fraga, Vanderlei Brusch; Ldta, Ludens Projectos Educacionais; ",ESTADISTICAS DE USO DE LA REVISTA,0,,Pedagogía Social. Revista Interuniversitaria,Unknown,00,"-1,0",Desconocida,0,estadisticasdeusodelarevista,Desconocido
1983,Internacional,"Morales, Alvaro; Vargas, Ramón; ",Revista de Biología Tropical,31,161.0,0034-7744,"Patrones de actividad diaria de las hembras de Aphonopelma seemanni (Araneae: Theraphosidae) durante la época lluviosa en Guanacaste, Costa Rica Marco V. Herrero",,,GES: Estado Sólido,Not DOI,,,Morales Aramburo Álvaro,A1,"-1,0",,2.0,Morales Aramburo Álvaro,1983,Internacional,"Morales, Alvaro; Vargas, Ramón; ","Patrones de actividad diaria de las hembras de Aphonopelma seemanni (Araneae: Theraphosidae) durante la época lluviosa en Guanacaste, Costa Rica Marco V. Herrero",31,161.0,Revista de Biología Tropical,GES: Estado Sólido,A1,"-1,0",Teórica,0,patronesdeactividaddiariadelashembrasdeaphonopelmaseemanniaraneaetheraphosidaedurantelapocalluviosaenguanacastecostaricamarcovherrero,Desconocido
2009,Nacional,"Galeano Urueña, Carlos Humberto; Duque Daza, Carlos Alberto; Garzón Alvarado, Diego Alexander; ",Revista Facultad de Ingeniería Universidad de Antioquia,0,129.0,0000-0000,Aplicación de diseño óptimo dimensional a la síntesis de posición y velocidad en mecanismos de cuatro barras,,,Unknown,Not DOI,,,NN,A1,"-1,0",,16.0,NN,2009,Nacional,"Galeano Urueña, Carlos Humberto; Duque Daza, Carlos Alberto; Garzón Alvarado, Diego Alexander; ",Aplicación de diseño óptimo dimensional a la síntesis de posición y velocidad en mecanismos de cuatro barras,0,129.0,Revista Facultad de Ingeniería Universidad de Antioquia,Unknown,A1,"-1,0",Desconocida,1,aplicacindediseoptimodimensionalalasntesisdeposicinyvelocidadenmecanismosdecuatrobarras,Desconocido
2001,Internacional,"Lopera, W; Giratá, D; Castro, LF; Pérez, F; Baca, E; Prieto, P; ",Physica C Superconductivity,354,433.0,0921-4534,Study of surface morphology in epitaxial thin films of HoBa 2 Cu 3 O 7− δ,,,GES: Estado Sólido,Not DOI,,,Girata Doris,A1,"0,74",,4.0,Girata Doris,2001,Internacional,"Lopera, W; Giratá, D; Castro, LF; Pérez, F; Baca, E; Prieto, P; ",Study of surface morphology in epitaxial thin films of HoBa 2 Cu 3 O 7− δ,354,433.0,Physica C Superconductivity,GES: Estado Sólido,A1,"0,74",Experimental,2,studyofsurfacemorphologyinepitaxialthinfilmsofhoba2cu3o7,Desconocido
1999,Internacional,"Hoffmann, Axel; Ren, ZF; Lao, JY; Wang, JH; Girata, D; Lopera, W; Prieto, P; Schuller, Ivan K; ",ACS Symposium Series,730,216.0,0097-6156,"15-Persistent Photoconductivity in High-T, Superconductors",,,GES: Estado Sólido,Not DOI,,,Girata Doris,C,"-1,0",,14.0,Girata Doris,1999,Internacional,"Hoffmann, Axel; Ren, ZF; Lao, JY; Wang, JH; Girata, D; Lopera, W; Prieto, P; Schuller, Ivan K; ","15-Persistent Photoconductivity in High-T, Superconductors",730,216.0,ACS Symposium Series,GES: Estado Sólido,C,"-1,0",Experimental,0,15persistentphotoconductivityinhightsuperconductors,Desconocido
2013,Internacional,"Granados-Castro, CM; Sanz-Vicario, JL; ","Journal of Physics B: Atomic, Molecular and Optical Physics",46,55601.0,0953-4075,Time-resolved resonant photoionization of He using a time-dependent Feshbach method with ultrashort laser pulses,,,GFAM: Grupo de Física Atómica y Molecular,10.1088/1742-6596/488/3/032023,,,Sanz Vicario José Luis,A1,"2,031",,-1.0,Sanz Vicario José Luis,2013,Internacional,"Granados-Castro, CM; Sanz-Vicario, JL; ",Time-resolved resonant photoionization of He using a time-dependent Feshbach method with ultrashort laser pulses,46,55601.0,"Journal of Physics B: Atomic, Molecular and Optical Physics",GFAM: Grupo de Física Atómica y Molecular,A1,"2,031",Teórica,9,timeresolvedresonantphotoionizationofheusingatimedependentfeshbachmethodwithultrashortlaserpulses,Desconocido
2012,Internacional,"Mora-Ramos, ME; Duque, CA; Kasapoglu, E; Sari, H; Sökmen, I; ",European Physical Journal B,85,1.0,1434-6028,Study of direct and indirect exciton states in GaAs-Ga1− xAlxAs quantum dots under the effects of intense laser field and applied electric field,,,GMC: Grupo de Materia Condensada,10.1140/epjb/e2012-30148-5,,,Carlos Duque Echeverri,A1,"1,534",,10.0,Carlos Duque Echeverri,2012,Internacional,"Mora-Ramos, ME; Duque, CA; Kasapoglu, E; Sari, H; Sökmen, I; ",Study of direct and indirect exciton states in GaAs-Ga1− xAlxAs quantum dots under the effects of intense laser field and applied electric field,85,1.0,European Physical Journal B,GMC: Grupo de Materia Condensada,A1,"1,534",Teórica,5,studyofdirectandindirectexcitonstatesingaasga1xalxasquantumdotsundertheeffectsofintenselaserfieldandappliedelectricfield,Desconocido
2012,Internacional,"Barseghyan, Manuk G; Restrepo, Ricardo L; Mora-Ramos, Miguel E; Kirakosyan, Albert A; Duque, Carlos A; ",Nanoscale research letters,7,1.0,1931-7573,Donor impurity-related linear and nonlinear intraband optical absorption coefficients in quantum ring: effects of applied electric field and hydrostatic pressure,,,GMC: Grupo de Materia Condensada,10.1186/1556-276X-7-538,,,Carlos Duque Echeverri,A1,"2,726",,8.0,Carlos Duque Echeverri,2012,Internacional,"Barseghyan, Manuk G; Restrepo, Ricardo L; Mora-Ramos, Miguel E; Kirakosyan, Albert A; Duque, Carlos A; ",Donor impurity-related linear and nonlinear intraband optical absorption coefficients in quantum ring: effects of applied electric field and hydrostatic pressure,7,1.0,Nanoscale research letters,GMC: Grupo de Materia Condensada,A1,"2,726",Teórica,9,donorimpurityrelatedlinearandnonlinearintrabandopticalabsorptioncoefficientsinquantumringeffectsofappliedelectricfieldandhydrostaticpressure,Ricardo León Restrepo Arango
2001,Internacional,"Campillo, G; Berger, A; Osorio, J; Pearson, JE; Bader, SD; Baca, E; Prieto, P; ",Journal of Magnetism and Magnetic Materials,237,61.0,0304-8853,Substrate dependence of magnetic properties of La 0.67 Ca 0.33 MnO 3 films,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime,A1,"1,283",,8.0,Osorio Vélez Jaime,2001,Internacional,"Campillo, G; Berger, A; Osorio, J; Pearson, JE; Bader, SD; Baca, E; Prieto, P; ",Substrate dependence of magnetic properties of La 0.67 Ca 0.33 MnO 3 films,237,61.0,Journal of Magnetism and Magnetic Materials,GES: Estado Sólido,A1,"1,283",Experimental,56,substratedependenceofmagneticpropertiesofla067ca033mno3films,Desconocido
2013,Internacional,"Tulupenko, V; Duque, CA; Demedyuk, R; Belichenko, Ya; Duque, CM; Akimov, V; Poroshin, V; Fomina, O; ",Philosophical Magazine Letters,93,42.0,0950-0839,On the possibility of tuning the energy separation between space-quantized levels in a quantum well,,,GMC: Grupo de Materia Condensada,10.1080/09500839.2012.729959,,,Carlos Duque Echeverri,A2,"1,156",,8.0,Carlos Duque Echeverri,2013,Internacional,"Tulupenko, V; Duque, CA; Demedyuk, R; Belichenko, Ya; Duque, CM; Akimov, V; Poroshin, V; Fomina, O; ",On the possibility of tuning the energy separation between space-quantized levels in a quantum well,93,42.0,Philosophical Magazine Letters,GMC: Grupo de Materia Condensada,A2,"1,156",Teórica,4,onthepossibilityoftuningtheenergyseparationbetweenspacequantizedlevelsinaquantumwell,Carlos Mario Duque Jiménez
2013,Internacional,"Mora-Ramos, ME; Duque, CA; Kasapoglu, E; Sari, H; Sökmen, I; ",Journal of Luminescence,135,301.0,0022-2313,Electron-related nonlinearities in GaAs–Ga 1− x Al x As double quantum wells under the effects of intense laser field and applied electric field,,,GMC: Grupo de Materia Condensada,10.1016/j.jlumin.2012.09.025,,,Carlos Duque Echeverri,A1,"2,144",,11.0,Carlos Duque Echeverri,2013,Internacional,"Mora-Ramos, ME; Duque, CA; Kasapoglu, E; Sari, H; Sökmen, I; ",Electron-related nonlinearities in GaAs–Ga 1− x Al x As double quantum wells under the effects of intense laser field and applied electric field,135,301.0,Journal of Luminescence,GMC: Grupo de Materia Condensada,A1,"2,144",Teórica,14,electronrelatednonlinearitiesingaasga1xalxasdoublequantumwellsundertheeffectsofintenselaserfieldandappliedelectricfield,Desconocido
2012,Internacional,"Betancur, Andrés; Pérez, FR; del Mar Correa, María; Barrero, CA; ",Óptica pura y aplicada,45,269.0,0030-3917,Quantitative approach in iron oxides and oxyhydroxides by vibrational analysis,,,GES: Estado Sólido,10.7149/OPA.45.3.269,,,Barrero Meneses César A.,00,"-1,0",,7.0,Barrero Meneses César A.,2012,Internacional,"Betancur, Andrés; Pérez, FR; del Mar Correa, María; Barrero, CA; ",Quantitative approach in iron oxides and oxyhydroxides by vibrational analysis,45,269.0,Óptica pura y aplicada,GES: Estado Sólido,00,"-1,0",Experimental,2,quantitativeapproachinironoxidesandoxyhydroxidesbyvibrationalanalysis,Desconocido
2012,Internacional,"Márquez, MA; Ospina, JD; Morales, AL; ",Minerals Engineering,39,248.0,0892-6875,New insights about the bacterial oxidation of arsenopyrite: A mineralogical scope,,,GES: Estado Sólido,10.1016/j.mineng.2012.06.012,,,Morales Aramburo Álvaro,A1,"1,352",,7.0,Morales Aramburo Álvaro,2012,Internacional,"Márquez, MA; Ospina, JD; Morales, AL; ",New insights about the bacterial oxidation of arsenopyrite: A mineralogical scope,39,248.0,Minerals Engineering,GES: Estado Sólido,A1,"1,352",Teórica,5,newinsightsaboutthebacterialoxidationofarsenopyriteamineralogicalscope,Desconocido
2012,Internacional,"Ruiz-Alvarez, JD; Pires, CA de S; Queiroz, Farinaldo S; Restrepo, D; da Silva, PS Rodrigues; ",Physical Review D,86,75011.0,1550-7998,"Connection of gamma rays, dark matter, and Higgs boson searches at the LHC",,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1103/PhysRevD.86.075011,,,Restrepo Quintero Diego Alejandro,A1,"4,558",,-1.0,Restrepo Quintero Diego Alejandro,2012,Internacional,"Ruiz-Alvarez, JD; Pires, CA de S; Queiroz, Farinaldo S; Restrepo, D; da Silva, PS Rodrigues; ","Connection of gamma rays, dark matter, and Higgs boson searches at the LHC",86,75011.0,Physical Review D,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A1,"4,558",Teórica,51,connectionofgammaraysdarkmatterandhiggsbosonsearchesatthelhc,Desconocido
2013,Internacional,"Miranda, Guillermo L; Mora-Ramos, Miguel E; Duque, Carlos A; ",Physica B,409,78.0,0921-4526,Exciton-related nonlinear optical absorption and refractive index change in GaAs–Ga 1− x Al x As double quantum wells,,,GMC: Grupo de Materia Condensada,10.1016/j.physb.2012.10.008,,,Carlos Duque Echeverri,A1,"1,327",,5.0,Carlos Duque Echeverri,2013,Internacional,"Miranda, Guillermo L; Mora-Ramos, Miguel E; Duque, Carlos A; ",Exciton-related nonlinear optical absorption and refractive index change in GaAs–Ga 1− x Al x As double quantum wells,409,78.0,Physica B,GMC: Grupo de Materia Condensada,A1,"1,327",Teórica,7,excitonrelatednonlinearopticalabsorptionandrefractiveindexchangeingaasga1xalxasdoublequantumwells,Guillermo Miranda Pedraza
2006,Internacional,"Chung, Daniel JH; Romano, Antonio Enea; ",Physical Review D,73,103510.0,0000-0000,Approximate consistency condition from a running spectral index in slow-roll inflationary models,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Romano Antonio Enea,A1,"5,05",,-1.0,Romano Antonio Enea,2006,Internacional,"Chung, Daniel JH; Romano, Antonio Enea; ",Approximate consistency condition from a running spectral index in slow-roll inflationary models,73,103510.0,Physical Review D,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A1,"5,05",Teórica,11,approximateconsistencyconditionfromarunningspectralindexinslowrollinflationarymodels,Desconocido
2011,Internacional,"Romano, Antonio Enea; Chen, Pisin; ",International Journal of Modern Physics D,20,2823.0,0218-2718,Apparent versus true value of the cosmological constant,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1142/S0218271811020688,,,Romano Antonio Enea,A2,"1,109",,8.0,Romano Antonio Enea,2011,Internacional,"Romano, Antonio Enea; Chen, Pisin; ",Apparent versus true value of the cosmological constant,20,2823.0,International Journal of Modern Physics D,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A2,"1,109",Teórica,4,apparentversustruevalueofthecosmologicalconstant,Desconocido
2012,Internacional,"Romano, Antonio Enea; Chen, Pisin; ",European Physical Journal C,74,,1434-6044,Analytical estimation of the corrections to the apparent value of the cosmological constant due to large scale structure,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Romano Antonio Enea,A1,"3,631",,,Romano Antonio Enea,2012,Internacional,"Romano, Antonio Enea; Chen, Pisin; ",Analytical estimation of the corrections to the apparent value of the cosmological constant due to large scale structure,74,,European Physical Journal C,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A1,"3,631",Teórica,0,analyticalestimationofthecorrectionstotheapparentvalueofthecosmologicalconstantduetolargescalestructure,Desconocido
2012,Internacional,"Granados, CM; Sanz-Vicario, JL; ",Journal of Physics: Conference Series,388,32039.0,1742-6588,Probing autoionizing decay in He atom with ultrashort laser pulses,,,GFAM: Grupo de Física Atómica y Molecular,10.1088/1742-6596/388/3/032039,,,Sanz Vicario José Luis,C,"-1,0",,-1.0,Sanz Vicario José Luis,2012,Internacional,"Granados, CM; Sanz-Vicario, JL; ",Probing autoionizing decay in He atom with ultrashort laser pulses,388,32039.0,Journal of Physics: Conference Series,GFAM: Grupo de Física Atómica y Molecular,C,"-1,0",Teórica,0,probingautoionizingdecayinheatomwithultrashortlaserpulses,Carlos Mario Granados Castro
2013,Internacional,"Reyes-Gomez, E; Cavalcanti, SB; de Carvalho, CAA; Oliveira, LE; ",Superlattices and Microstructures,54,96.0,0749-6036,Bulk-plasmon polaritons in metamaterial–metamaterial one-dimensional photonic superlattices,,,GES: Estado Sólido,10.1016/j.spmi.2012.10.009,,,Reyes Gómez Ernesto Amador,A2,"-1,0",,11.0,Reyes Gómez Ernesto Amador,2013,Internacional,"Reyes-Gomez, E; Cavalcanti, SB; de Carvalho, CAA; Oliveira, LE; ",Bulk-plasmon polaritons in metamaterial–metamaterial one-dimensional photonic superlattices,54,96.0,Superlattices and Microstructures,GES: Estado Sólido,A2,"-1,0",Teórica,1,bulkplasmonpolaritonsinmetamaterialmetamaterialonedimensionalphotonicsuperlattices,Desconocido
2012,Internacional,"Pérez-Torres, JF; Kelkensberg, F; Siu, W; Morales, F; Gademann, G; Rouzée, A; Johnsson, P; Lucchini, M; Calegary, F; Sanz-Vicario, JL; ",Journal of Physics: Conference Series,388,22028.0,1742-6588,Attosecond Control in Photoionization of D2,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Sanz Vicario José Luis,C,"-1,0",,-1.0,Sanz Vicario José Luis,2012,Internacional,"Pérez-Torres, JF; Kelkensberg, F; Siu, W; Morales, F; Gademann, G; Rouzée, A; Johnsson, P; Lucchini, M; Calegary, F; Sanz-Vicario, JL; ",Attosecond Control in Photoionization of D2,388,22028.0,Journal of Physics: Conference Series,GFAM: Grupo de Física Atómica y Molecular,C,"-1,0",Teórica,0,attosecondcontrolinphotoionizationofd2,Desconocido
2013,Internacional,"Duque, CA; Mora-Ramos, ME; ",Superlattices and Microstructures,54,61.0,0749-6036,Electron states and related optical responses in asymmetric inverse parabolic quantum wells,,,GMC: Grupo de Materia Condensada,10.1016/j.spmi.2012.10.004,,,Carlos Duque Echeverri,A2,"-1,0",,10.0,Carlos Duque Echeverri,2013,Internacional,"Duque, CA; Mora-Ramos, ME; ",Electron states and related optical responses in asymmetric inverse parabolic quantum wells,54,61.0,Superlattices and Microstructures,GMC: Grupo de Materia Condensada,A2,"-1,0",Teórica,4,electronstatesandrelatedopticalresponsesinasymmetricinverseparabolicquantumwells,Desconocido
2012,Internacional,"Pérez-Torres, JF; Dowek, D; Picard, YJ; Billaud, P; Elkharrat, C; Houver, C; Sanz-Vicario, JL; Martín, F; ",Journal of Physics: Conference Series,388,22019.0,1742-6588,Circular Dichrosim in Photoionization of H2 and D2,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Sanz Vicario José Luis,C,"-1,0",,-1.0,Sanz Vicario José Luis,2012,Internacional,"Pérez-Torres, JF; Dowek, D; Picard, YJ; Billaud, P; Elkharrat, C; Houver, C; Sanz-Vicario, JL; Martín, F; ",Circular Dichrosim in Photoionization of H2 and D2,388,22019.0,Journal of Physics: Conference Series,GFAM: Grupo de Física Atómica y Molecular,C,"-1,0",Teórica,0,circulardichrosiminphotoionizationofh2andd2,Desconocido
2012,Internacional,"Cardona, JC; Ordoñez, AF; Sanz-Vicario, JL; ",Journal of Physics: Conference Series,388,152034.0,1742-6588,Feshbach-like study of He resonant states in Debye plasmas using explicitly correlated wave functions,,,GFAM: Grupo de Física Atómica y Molecular,10.1088/1742-6596/388/15/152034,,,Sanz Vicario José Luis,C,"-1,0",,-1.0,Sanz Vicario José Luis,2012,Internacional,"Cardona, JC; Ordoñez, AF; Sanz-Vicario, JL; ",Feshbach-like study of He resonant states in Debye plasmas using explicitly correlated wave functions,388,152034.0,Journal of Physics: Conference Series,GFAM: Grupo de Física Atómica y Molecular,C,"-1,0",Teórica,0,feshbachlikestudyofheresonantstatesindebyeplasmasusingexplicitlycorrelatedwavefunctions,Desconocido
2012,Internacional,"Restrepo-Parra, E; Agudelo, JD; Restrepo, J; ",Modelling and Simulation in Materials Science and Engineering,20,85009.0,0965-0393,"Exchange bias in (La, Ca) MnO3 bilayers: influence of cooling process",,,MS: Magnetismo y Simulación,Not DOI,,,Restrepo Cárdenas Johans,A2,"2,298",,-1.0,Restrepo Cárdenas Johans,2012,Internacional,"Restrepo-Parra, E; Agudelo, JD; Restrepo, J; ","Exchange bias in (La, Ca) MnO3 bilayers: influence of cooling process",20,85009.0,Modelling and Simulation in Materials Science and Engineering,MS: Magnetismo y Simulación,A2,"2,298",Teórica,0,exchangebiasinlacamno3bilayersinfluenceofcoolingprocess,Desconocido
2012,Nacional,"Ospina, Juan David; Mejía Restrepo, Erica; Osorno Bedoya, Laura; Márquez, Marco Antonio; Morales, Alvaro Luis; ",Revista Colombiana de Biotecnología,14,135.0,0123-3475,Biooxidation of arsenopyrite concentrates by Acidithiobacillus ferrooxidans in shake flasks,,,GES: Estado Sólido,Not DOI,,,Morales Aramburo Álvaro,A2,"-1,0",,11.0,Morales Aramburo Álvaro,2012,Nacional,"Ospina, Juan David; Mejía Restrepo, Erica; Osorno Bedoya, Laura; Márquez, Marco Antonio; Morales, Alvaro Luis; ",Biooxidation of arsenopyrite concentrates by Acidithiobacillus ferrooxidans in shake flasks,14,135.0,Revista Colombiana de Biotecnología,GES: Estado Sólido,A2,"-1,0",Teórica,0,biooxidationofarsenopyriteconcentratesbyacidithiobacillusferrooxidansinshakeflasks,Desconocido
2012,Nacional,"Garzón, Diego A; Ramírez, Angélica M; Duque, Carlos A; ",Revista EIA,0,39.0,1794-1237,PATRONES DE TURING SOBRE ESFERAS CON CRECIMIENTO CONTINUO,,,GMC: Grupo de Materia Condensada,Not DOI,,,Carlos Duque Echeverri,A2,"-1,0",,8.0,Carlos Duque Echeverri,2012,Nacional,"Garzón, Diego A; Ramírez, Angélica M; Duque, Carlos A; ",PATRONES DE TURING SOBRE ESFERAS CON CRECIMIENTO CONTINUO,0,39.0,Revista EIA,GMC: Grupo de Materia Condensada,A2,"-1,0",Teórica,0,patronesdeturingsobreesferasconcrecimientocontinuo,Desconocido
2012,Nacional,"Garzón, Diego A; Ramírez, Angélica M; Duque, Carlos A; ",Revista EIA,0,39.0,1794-1237,TURING PATTERNS ON SPHERES WITH CONTINUOUS GROWTH,,,GMC: Grupo de Materia Condensada,Not DOI,,,Carlos Duque Echeverri,A2,"-1,0",,8.0,Carlos Duque Echeverri,2012,Nacional,"Garzón, Diego A; Ramírez, Angélica M; Duque, Carlos A; ",TURING PATTERNS ON SPHERES WITH CONTINUOUS GROWTH,0,39.0,Revista EIA,GMC: Grupo de Materia Condensada,A2,"-1,0",Teórica,0,turingpatternsonsphereswithcontinuousgrowth,Desconocido
2012,Internacional,"de Campos, F; Éboli, OJP; Magro, MB; Porod, W; Restrepo, D; Das, SP; Hirsch, M; Valle, JWF; ",Physical Review D,86,75001.0,1550-7998,Probing neutralino properties in minimal supergravity with bilinear R-parity violation,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1103/physrevd.86.075001,,,Restrepo Quintero Diego Alejandro,A1,"4,558",,-1.0,Restrepo Quintero Diego Alejandro,2012,Internacional,"de Campos, F; Éboli, OJP; Magro, MB; Porod, W; Restrepo, D; Das, SP; Hirsch, M; Valle, JWF; ",Probing neutralino properties in minimal supergravity with bilinear R-parity violation,86,75001.0,Physical Review D,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A1,"4,558",Teórica,10,probingneutralinopropertiesinminimalsupergravitywithbilinearrparityviolation,Desconocido
2012,Internacional,"Martınez-Orozco, JC; Mora-Ramos, ME; Duque, CA; ",Journal of Luminescence,132,449.0,0022-2313,Nonlinear optical rectification and second and third harmonic generation in GaAs d-FET systems under hydrostatic pressure,,,GMC: Grupo de Materia Condensada,Not DOI,,,Carlos Duque Echeverri,A1,"2,102",,8.0,Carlos Duque Echeverri,2012,Internacional,"Martınez-Orozco, JC; Mora-Ramos, ME; Duque, CA; ",Nonlinear optical rectification and second and third harmonic generation in GaAs d-FET systems under hydrostatic pressure,132,449.0,Journal of Luminescence,GMC: Grupo de Materia Condensada,A1,"2,102",Teórica,4,nonlinearopticalrectificationandsecondandthirdharmonicgenerationingaasdfetsystemsunderhydrostaticpressure,Desconocido
2013,Internacional,"Sierra, D Aristizabal; Restrepo, D; Spinner, Sogee; ",Journal of High Energy Physics,2013,1.0,1126-6708,LSP sneutrino novel decays,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1007/JHEP05(2013)046,,,Restrepo Quintero Diego Alejandro,A1,"5,618",,26.0,Restrepo Quintero Diego Alejandro,2013,Internacional,"Sierra, D Aristizabal; Restrepo, D; Spinner, Sogee; ",LSP sneutrino novel decays,2013,1.0,Journal of High Energy Physics,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A1,"5,618",Teórica,3,lspsneutrinonoveldecays,Desconocido
2013,Internacional,"Fonseca-Romero, Karen; Cipagauta, Gustavo; Suárez-Forero, Daniel; Vinck-Posada, Herbert; Rey-González, Rafael; Herrera, William; Rodriguez, Boris; ",APS Meeting Abstracts,1,19013.0,0000-0000,Can the exciton--polariton be defined by its quantum properties?,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Rodríguez Rey Boris Anghelo,00,"-1,0",,-1.0,Rodríguez Rey Boris Anghelo,2013,Internacional,"Fonseca-Romero, Karen; Cipagauta, Gustavo; Suárez-Forero, Daniel; Vinck-Posada, Herbert; Rey-González, Rafael; Herrera, William; Rodriguez, Boris; ",Can the exciton--polariton be defined by its quantum properties?,1,19013.0,APS Meeting Abstracts,GFAM: Grupo de Física Atómica y Molecular,00,"-1,0",Teórica,0,cantheexcitonpolaritonbedefinedbyitsquantumproperties,Desconocido
2012,Internacional,"Yesilgul, Unal; Ungan, Fatih; Şakiroğlu, Serpil; Duque, Carlos; Mora-Ramos, Miguel; Kasapoglu, Esin; Sari, Huseyin; Sökmen, Ismail; ",Nanoscale research letters,7,1.0,1931-7573,The effect of magnetic field on the impurity binding energy of shallow donor impurities in a Ga1− x In x N y As1− y/GaAs quantum well,,,GMC: Grupo de Materia Condensada,10.1186/1556-276x-7-586,,,Carlos Duque Echeverri,A1,"2,726",,5.0,Carlos Duque Echeverri,2012,Internacional,"Yesilgul, Unal; Ungan, Fatih; Şakiroğlu, Serpil; Duque, Carlos; Mora-Ramos, Miguel; Kasapoglu, Esin; Sari, Huseyin; Sökmen, Ismail; ",The effect of magnetic field on the impurity binding energy of shallow donor impurities in a Ga1− x In x N y As1− y/GaAs quantum well,7,1.0,Nanoscale research letters,GMC: Grupo de Materia Condensada,A1,"2,726",Teórica,4,theeffectofmagneticfieldontheimpuritybindingenergyofshallowdonorimpuritiesinaga1xinxnyas1ygaasquantumwell,Desconocido
2012,Internacional,"Zapata, Alejandro; Acosta, Ruben E; Mora-Ramos, Miguel E; Duque, Carlos A; ",Nanoscale research letters,7,1.0,1931-7573,"Exciton-related nonlinear optical properties in cylindrical quantum dots with asymmetric axial potential: combined effects of hydrostatic pressure, intense laser field, and applied electric field",,,GMC: Grupo de Materia Condensada,10.1186/1556-276X-7-508,,,Carlos Duque Echeverri,A1,"2,726",,9.0,Carlos Duque Echeverri,2012,Internacional,"Zapata, Alejandro; Acosta, Ruben E; Mora-Ramos, Miguel E; Duque, Carlos A; ","Exciton-related nonlinear optical properties in cylindrical quantum dots with asymmetric axial potential: combined effects of hydrostatic pressure, intense laser field, and applied electric field",7,1.0,Nanoscale research letters,GMC: Grupo de Materia Condensada,A1,"2,726",Teórica,4,excitonrelatednonlinearopticalpropertiesincylindricalquantumdotswithasymmetricaxialpotentialcombinedeffectsofhydrostaticpressureintenselaserfieldandappliedelectricfield,Desconocido
2013,Internacional,"Baghramyan, HM; Barseghyan, MG; Duque, CA; Kirakosyan, AA; ",Physica E: Low-Dimensional Systems and Nanostructures,48,164.0,1386-9477,"Binding energy of hydrogenic donor impurity in GaAs/Ga1− xAlxAs concentric double quantum rings: effects of geometry, hydrostatic pressure, temperature, and aluminum concentration",,,GMC: Grupo de Materia Condensada,Not DOI,,,Carlos Duque Echeverri,A1,"1,522",,7.0,Carlos Duque Echeverri,2013,Internacional,"Baghramyan, HM; Barseghyan, MG; Duque, CA; Kirakosyan, AA; ","Binding energy of hydrogenic donor impurity in GaAs/Ga1− xAlxAs concentric double quantum rings: effects of geometry, hydrostatic pressure, temperature, and aluminum concentration",48,164.0,Physica E: Low-Dimensional Systems and Nanostructures,GMC: Grupo de Materia Condensada,A1,"1,522",Teórica,7,bindingenergyofhydrogenicdonorimpurityingaasga1xalxasconcentricdoublequantumringseffectsofgeometryhydrostaticpressuretemperatureandaluminumconcentration,Desconocido
