Article,Cites,Year
"Intersubband optical absorption coefficients and refractive index changes in a graded quantum well under intense laser field: Effects of hydrostatic pressure, temperature and electric fieldF Ungan, RL Restrepo, ME Mora-Ramos, AL Morales, CA Duque
Physica B: Condensed Matter 434, 26-31",12,2014
"Optical Responses in Asymmetric Inverse Parabolic Quantum Wells: E ects of Laser Fields and Hydrostatic PressureME Mora-Ramosa, AL Moralesb, CA Duqueb",,2014
"Impurity-Related Nonlinear Optical Absorption in Delta-Doped Quantum RingsRL Restrepo, JC Martínez-Orozco, MG Barseghyan, ME Mora-Ramos, ...
Acta Physica Polonica A 125 (2), 245-247",,2014
"Intense Laser Field E ects on the Shallow-Donor Impurity States in Rectangular-Shaped Quantum Well WiresCA Duquea, ME Mora-Ramosa, U Yesilguld, F Ungand, S Sakiroglue, ...",,2014
"Nonlinear Optical Rectification and Second Harmonic Generation in 2D Quantum Rings under Electric Field and Magnetic FieldsAL Morales, ME Mora-Ramos, CA Duque
Acta Physica Polonica A 125 (2), 195-197",,2014
"Nonlinear optical properties in an asymmetric double δ‐doped quantum well with a Schottky barrier: Electric field effectsJG Rojas‐Briseño, JC Martínez‐Orozco, I Rodríguez‐Vargas, ...
physica status solidi (b) 251 (2), 415-422",3,2014
"First-principles equation of state and phase stability of niobium pentoxideC Valencia-Balvín, S Pérez-Walton, GM Dalpian, JM Osorio-Guillén
Computational Materials Science 81, 133-140",5,2014
"Donor impurity-related linear and nonlinear optical absorption coefficients in GaAs/Ga1− xAlxAs concentric double quantum rings: Effects of geometry, hydrostatic pressure, and aluminum concentrationHM Baghramyan, MG Barseghyan, AA Kirakosyan, RL Restrepo, ...
Journal of Luminescence 145, 676-683",22,2014
"Effect of intense high-frequency laser field on the linear and nonlinear intersubband optical absorption coefficients and refractive index changes in a parabolic quantum well under the applied electric fieldU Yesilgul, F Ungan, S Sakiroglu, ME Mora-Ramos, CA Duque, ...
Journal of Luminescence 145, 379-386",19,2014
"Search for the standard model Higgs boson produced in association with a W or a Z boson and decaying to bottom quarksS Chatrchyan, V Khachatryan, AM Sirunyan, A Tumasyan, W Adam, ...
Physical Review D 89 (1), 012003",341,2014
"Quantum Driven Dissipative Parametric Oscillator in a Blackbody Radiation FieldLA Pachón, P Brumer
Journal of Mathematical Physics 55, 12103",9,2014
"Uncertainty principle consequences at thermal equilibriumLA Pachon, JF Triana, D Zueco, P Brumer
arXiv preprint arXiv:1401.1418",10,2014
"Effects of a disulfide bridge prior to amyloid formation of the ABRI peptideJA Ceballos, MA Giraldo, P Cossio
RSC Advances 4 (70), 36923-36928",,2014
"Search for new physics in events with same-sign dileptons and jets in pp collisions at\ sqrt {s}= 8 TeVS Chatrchyan, V Khachatryan, AM Sirunyan, A Tumasyan, W Adam, ...
Journal of High Energy Physics 2014 (1), 1-45",379,2014
"Measurement of Higgs boson production and properties in the WW decay channel with leptonic final statesS Chatrchyan, V Khachatryan, AM Sirunyan, A Tumasyan, W Adam, ...
Journal of High Energy Physics 2014 (1), 1-86",487,2014
"On the behavior of the n1 (K, T) An2 series of doubly excited states in He-like atoms immersed in weakly coupled plasmasAF Ordóñez, JC Cardona, JL Sanz-Vicario
Journal of Physics: Conference Series 488 (6), 062010",,2014
"Time-dependent Feshbach method to study resonant photoionization of He with ultrashort laser pulsesJL Sanz-Vicario, CM Granados-Castro
Journal of Physics: Conference Series 488 (1), 012018",,2014
"An analysis of helium resonant states in terms of entropy, information, complexity and entanglement measuresJP Restrepo, JL Sanz-Vicario
Journal of Physics: Conference Series 488 (15), 152004",3,2014
"Mössbauer and vibrational DOS studies of diluted magnetic tin oxides and nano iron oxidesK Nomura, AI Rykov, AMM Navarro, CER Torres, LA Errico, CA Barrero, ...
Hyperfine Interactions 224 (1-3), 25-33",,2014
"Chairmen and committeesCAB Meneses, J Mazo-Zuluaga, KEG Téllez, JA Osorio, ALM Aramburo, ...
Hyperfine Interact 224, 1-2",,2014
"Exomoon Conditions in Circumbinary Habitability ZonesPA Mason, JI Zuluaga, J Clark, P Cuartas-Restrepo
American Astronomical Society Meeting Abstracts# 223 223",,2014
"Searching for the nanoscopic–macroscopic boundaryEA Velásquez, D Altbir, J Mazo-Zuluaga, LF Duque, J Mejía-López
Journal of Magnetism and Magnetic Materials 348, 154-159",,2013
"Signature of bulk longitudinal plasmon-polaritons in the transmission/reflection spectra of one-dimensional metamaterial heterostructuresE Reyes-Gómez, SB Cavalcanti, LE Oliveira
Superlattices and Microstructures 64, 590-600",3,2013
"A new inversion method to map LTB solutions to luminosity distanceAE Romano, HW Chiang, P Chen",,2013
"Intraband absorption in GaAs-(Ga, Al) As variably spaced semiconductor superlattices under crossed electric and magnetic fieldsE Reyes-Gómez, N Raigoza, LE Oliveira
EPL (Europhysics Letters) 104 (4), 47008",,2013
"Can smooth LTB models mimicking the cosmological constant for the luminosity distance also satisfy the age constraint?AE Romano
General Relativity and Gravitation 45 (12), 2529-2544",1,2013
"Local Inhomogeneities and the Value of the Cosmological ConstantAE Romano
Towards Ultimate Understanding of the Universe 1, 212-219",,2013
"Anomalous Localization of Light in One-Dimensional Disordered Photonic SuperlatticesD Aristizábal-Giraldo, E Reyes-Gómez
Ingeniería y ciencia 9 (18), 141-151",,2013
"Impurity-related linear and nonlinear optical response in quantum-well wires with triangular cross sectionCA Duque, ME Mora-Ramos, E Kasapoglu, F Ungan, U Yesilgul, ...
Journal of Luminescence 143, 304-313",32,2013
"Optical nonlinearities associated to applied electric fields in parabolic two-dimensional quantum ringsCM Duque, AL Morales, ME Mora-Ramos, CA Duque
Journal of Luminescence 143, 81-88",13,2013
"Simultaneous effects of hydrostatic pressure and temperature on the nonlinear optical properties in a parabolic quantum well under the intense laser fieldF Ungan, U Yesilgul, S Sakiroglu, ME Mora-Ramos, CA Duque, ...
Optics Communications 309, 158-162",12,2013
"Interface exchange parameters in La 2/3 Ca 1/3 Mn 3 O/La 1/3 Ca 2/3 Mn 3 O bilayers: a Monte Carlo approachE Restrepo-Parra, J Londoño-Navarro, J Restrepo
Journal of Magnetism and Magnetic Materials 344, 1-7",2,2013
"Mechanisms in environmentally assisted one-photon phase controlLA Pachón, P Brumer
The Journal of chemical physics 139 (16), 164123",13,2013
"Magnetic shielding of exomoons beyond the circumplanetary habitable edgeR Heller, JI Zuluaga
The Astrophysical Journal Letters 776 (2), L33",11,2013
"Hadronic Two-Body Decays of B s→ AT.JH Muñoz, O Zapata
Revista Colombiana de Física 45 (3)",,2013
"High-quality optical vortex-beam generation by using a multilevel vortex-producing lensE Rueda, D Muñetón, JA Gómez, A Lencina
Optics letters 38 (19), 3941-3944",4,2013
"The location of Asteroidal Belt Comets (ABCs), in a comet's evolutionary diagram: The Lazarus CometsI Ferrín, J Zuluaga, P Cuartas
Monthly Notices of the Royal Astronomical Society 434 (3), 1821-1837",5,2013
"MEDICIÓN DE DESPLAZAMIENTOS TRIDIMENSIONALES MEDIANTE INTERFEROMETRÍA SPECKLER Henao, F Medina, HJ Rabal, M Trivi
ANALES AFA 3 (1)",,2013
"Nonlinear absorption coefficient and relative refraction index change for an asymmetrical double δ-doped quantum well in GaAs with a Schottky barrier potentialJG Rojas-Briseño, JC Martínez-Orozco, I Rodríguez-Vargas, ...
Physica B: Condensed Matter 424, 13-19",4,2013
"Magnetotransport properties in magnetic nanotubes studied using Monte Carlo simulationsCD Salazar-Enriquez, E Restrepo-Parra, J Restrepo
Physica E: Low-dimensional Systems and Nanostructures 52, 86-91",3,2013
"Rotational Synchronization May Enhance Habitability for Circumbinary Planets: Kepler Binary Case StudiesPA Mason, JI Zuluaga, JM Clark, PA Cuartas-Restrepo
The Astrophysical Journal Letters 774 (2), L26",7,2013
"Multimodal interaction architecture applied to navigation in mapsC Duque, F De la Rosa, JT Hernandez
Computing Colombian Conference (8CCC), 2013 8th, 1-6",1,2013
"Models with radiative neutrino masses and viable dark matter candidates D Restrepo, O Zapata, C Yaguna Journal of High Energy Physics 2013 (11), 1-37",22,2013
"The role of charged Higgs boson decays in the determination of tan β-like parametersH Cardenas, D Restrepo, JA Rodriguez
Journal of Physics G-Nuclear and Particle Physics 40 (09504), 1-10",,2013
"Spontaneous Breaking of Flavor Symmetry Avoids the Strong CP ProblemC Sheng, Fong, E Nardi
Physical Review Letters 111 (061601), 1-4",4,2013
"Spontaneous Breaking of Flavor Symmetry Avoids the Strong C P ProblemCS Fong, E Nardi
Physical review letters 111 (6), 061601",4,2013
"Electronic, dielectric, and optical properties of the B phase of niobium pentoxide and tantalum pentoxide by first‐principles calculationsS Pérez‐Walton, C Valencia‐Balvín, GM Dalpian, JM Osorio‐Guillén
physica status solidi (b) 250 (8), 1644-1650",6,2013
"Properties of plasmon-polariton modes in one-dimensional photonic superlattices made of Rudin-Shapiro basesHA Gómez-Urrea, M Toledo-Solano, ME Mora-Ramos, E Reyes-Gómez
Optical and Quantum Electronics 45 (8), 813-828",2,2013
"Simultaneous determination of the two recoilless f-fractions of akaganeite using a single Mössbauer spectrumCA Barrero, KE García, JC Coa
Journal of Physics and Chemistry of Solids 74 (7), 1012-1016",2,2013
"New direct method for evaluating recoilless f-factors of two iron-sites in Fe-bearing compounds using Mössbauer spectrometryCA Barrero, KE García
The Journal of chemical physics 139 (3), 034703",3,2013
"Estructura magnética de la akaganeita sintética: Revisión de resultados MössbauerKE García, CA Barrero, AL Morales, JM Greneche
Revista Facultad de Ingeniería, 185-191",,2013
"The Origin of the Dynamical Quantum Non-localityCE Pachon, LA Pachon
arXiv preprint arXiv:1307.4144",,2013
"Feshbach projection approach to study plasma effects on doubly excited autoionizing states in heliumAF Ordóñez-Lasso, JC Cardona, JL Sanz-Vicario
Physical Review A 88 (1), 012702",10,2013
"Localización anómala de la luz en superredes fotónicas unidimensionales desordenadasD Aristizábal-Giraldo, E Reyes-Gómez
Ingeniería y Ciencia 9 (18), 141-152",,2013
"Properties of the second and third harmonics generation in a quantum disc with inverse square potential. A modeling for nonlinear optical responses of a quantum ringCM Duque, ME Mora-Ramos, CA Duque
Journal of Luminescence 138, 53-60",12,2013
"Effects of hydrostatic pressure on the nonlinear optical properties of a donor impurity in a GaAs quantum ringRL Restrepo, MG Barseghyan, ME Mora-Ramos, CA Duque
Physica E: Low-dimensional Systems and Nanostructures 51, 48-54",8,2013
"Encriptación óptica empleando llaves Weierstrass-MandelbrotF Giménez, JA Monsoriu, JF Barrera, WD Furlan, M Tebaldi, N Bolognini, ...
Modelling in Science Education and Learning 6, 55-65",,2013
"Habitability in Binary SystemsPA Mason, J Clark, PA Cuartas, JI Zuluaga, S Bustamante
American Astronomical Society Meeting Abstracts 222",,2013
"Habitability in Binary Systems: The Role of UV Reduction and Magnetic ProtectionJ Clark, PA Mason, JI Zuluaga, PA Cuartas, S Bustamonte
American Astronomical Society Meeting Abstracts 222",,2013
"Comparative Study of the Electronic Transport in YBaCo4O7+ δ Thin Films Grown on Different SubstratesA Galeano, JL Izquierdo, JF Montoya, O Moran, O Arnache, ...
Journal of superconductivity and novel magnetism 26 (6), 2265-2268",2,2013
"Nonlinear optical rectification associated to exciton states in asymmetric coupled double quantum wellsGL Miranda, ME Mora-Ramos, CA Duque
Physica E: Low-dimensional Systems and Nanostructures 50, 108-115",,2013
"Para qué divulgar el descubrimiento del bosón de HiggsDM Portillo, JDR Álvarez
Unipluriversidad 12, 36-43",,2013
"The influence of thermal evolution in the magnetic protection of terrestrial planetsJI Zuluaga, S Bustamante, PA Cuartas, JH Hoyos
The Astrophysical Journal 770 (1), 23",13,2013
"Baryonic violation of R parity from anomalous U (1) HA Florez, D Restrepo, M Velasquez, O Zapata
Physical Review D 87 (9), 095010",17,2013
"Autoionization of molecular hydrogen: where do the Fano lineshapes go?A Palacios, J Feist, A González‐Castrillo, JL Sanz‐Vicario, F Martín
ChemPhysChem 14 (7), 1456-1463",9,2013
"Magnetic properties of Fe doped, Co doped, and Fe+ Co co-doped ZnOJJ Beltrán, JA Osorio, CA Barrero, CB Hanna, A Punnoose
Journal of Applied Physics 113 (17), 17C308",17,2013
"Magnetic constraints on the habitability of exoearths and exomoonsJI Zuluaga
AGU Spring Meeting Abstracts 1, 05",,2013
"Conditions for low-redshift positive apparent acceleration in smooth inhomogeneous modelsAE Romano
General Relativity and Gravitation 45 (8), 1515-1530",6,2013
"New ways to TeV scale leptogenesisC Sheng Fong, MC Gonzalez-Garcia, E Nardi, E Peinado
Journal of High Energy Physics 1308 (104), 1-21",,2013
"Rotation rate evolution in habitable super-EarthsM Melita, P Cuartas Restrepo, J Zuluaga, O Miloni
AAS/Division of Dynamical Astronomy Meeting 44",,2013
"Study of ground state optical transfer for ultracold alkali dimersN Bouloufa-Maafa, B Londono, D Borsalino, R Vexiau, J Mahecha, ...
APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts 1, 1064",,2013
"LSP sneutrino novel decaysDA Sierra, D Restrepo, S Spinner
Journal of High Energy Physics 2013 (5), 1-26",3,2013
"A blended, multimodal access etextbook in computational physicsRH Landau, MJ Paez, CC Bordeianu
Computing in Science & Engineering 15 (3), 96-103",1,2013
"Conduction electron spin resonance in AlB2LM Holanda, L Mendonça-Ferreira, RA Ribeiro, JM Osorio-Guillén, ...
Journal of Physics: Condensed Matter 25 (21), 216001",3,2013
"Scalar dark matter and fermion coannihilations in the radiative seesaw modelM Klasen, CE Yaguna, JD Ruiz-Álvarez, D Restrepo, O Zapata
Journal of Cosmology and Astroparticle Physics 2013 (04), 044",16,2013
"El resurgimiento del éterDAR Quintero
Unipluriversidad 12 (3), 57-62",,2013
"Electroweak corrections to the direct detection cross section of inert Higgs dark matterM Klasen, CE Yaguna, JD Ruiz-Alvarez
Physical Review D 87 (7), 075025",25,2013
"Exciton states in GaAs δ-doped systems under magnetic fields and hydrostatic pressureME Mora-Ramos, CA Duque
Physica B: Condensed Matter 415, 72-76",3,2013
"Experimental protocol for packaging and encrypting multiple dataJF Barrera, S Trejos, M Tebaldi, R Torroba
Journal of Optics 15 (5), 055406",4,2013
"The effect of extrusion and drying on roller techniques concerning the rheological characteristics of rice-, corn-, sweet potato-, bean-and cassava root-and leaf-based composite flourJ Aristizábal, A Combariza, A Fernandez, M Sánchez
Ingeniería e Investigación 33 (1), 29-34",,2013
"Variability of extreme events in the Colombian Pacific and Caribbean catchment basinsI Hoyos, A Baquero-Bernal, D Jacob, BA Rodríguez
Climate dynamics 40 (7-8), 1985-2003",4,2013
"Electron-related nonlinearities in GaAs–Ga 1− x Al x As double quantum wells under the effects of intense laser field and applied electric fieldME Mora-Ramos, CA Duque, E Kasapoglu, H Sari, I Sökmen
Journal of Luminescence 135, 301-311",14,2013
"Five texture zeros and C P violation for the standard model quark mass matricesWA Ponce, JD Gómez, RH Benavides
Physical Review D 87 (5), 053016",7,2013
"Experimental multiplexing protocol to encrypt messages of any lengthJF Barrera, A Vélez, R Torroba
Journal of Optics 15 (5), 055404",4,2013
